vessel_name,imo_number,trajectory_sequence_json,current_port,current_status
Tosa,IMO9343388,"[{""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-01-16"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2025-12-16"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2026-01-27"", ""lat"": 26.83, ""lon"": 50.02}]",Juaymah,Waiting at anchor
Towa Maru,IMO9910181,"[{""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2026-01-22"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2026-03-12"", ""lat"": 29.87, ""lon"": -93.93}]",Port Arthur / Nederland,Operating at berth
Towada,IMO9321213,"[{""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2020-04-23"", ""lat"": 26.83, ""lon"": 50.02}]",Juaymah,Underway
Toya,IMO9848223,"[{""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2020-11-10"", ""lat"": 22.43, ""lon"": 69.84}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-02-01"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-03-22"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-01-11"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2024-01-28"", ""lat"": 22.43, ""lon"": 69.84}, {""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2024-02-14"", ""lat"": 22.43, ""lon"": 69.84}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-11-22"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2024-12-09"", ""lat"": 22.43, ""lon"": 69.84}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2025-06-18"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2025-07-05"", ""lat"": 29.87, ""lon"": 121.55}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2026-02-03"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2026-02-20"", ""lat"": 22.43, ""lon"": 69.84}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2026-05-12"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2026-05-29"", ""lat"": 22.43, ""lon"": 69.84}, {""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2026-06-15"", ""lat"": 22.43, ""lon"": 69.84}]",Sikka / Jamnagar,Operating at berth
Trader IV,IMO9216298,"[{""port"": ""NGBON"", ""name"": ""Bonny"", ""date"": ""2002-03-12"", ""lat"": 4.45, ""lon"": 7.16}, {""port"": ""NGBON"", ""name"": ""Bonny"", ""date"": ""2002-03-29"", ""lat"": 4.45, ""lon"": 7.16}]",Bonny,Underway
Trader Ii,IMO9238038,"[{""port"": ""MYBTU"", ""name"": ""Bintulu"", ""date"": ""2017-12-04"", ""lat"": 3.2, ""lon"": 113.04}, {""port"": ""AUDAM"", ""name"": ""Dampier"", ""date"": ""2017-12-15"", ""lat"": -20.65, ""lon"": 116.71}, {""port"": ""MYBTU"", ""name"": ""Bintulu"", ""date"": ""2017-12-21"", ""lat"": 3.2, ""lon"": 113.04}, {""port"": ""AUDAM"", ""name"": ""Dampier"", ""date"": ""2018-01-01"", ""lat"": -20.65, ""lon"": 116.71}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2021-06-03"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2021-06-20"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2023-09-25"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2023-10-12"", ""lat"": 1.28, ""lon"": 103.85}]",Singapore,Operating at berth
Traffy tbn,IMO9456950,"[{""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-07-26"", ""lat"": 26.83, ""lon"": 50.02}]",Juaymah,Operating at berth
Trafi Tbn,IMO9884880,"[{""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-10-28"", ""lat"": 29.87, ""lon"": -93.93}]",Port Arthur / Nederland,Underway
Trafigura tbn,IMO9869045,"[{""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-03-01"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-05-31"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2024-06-17"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2024-12-23"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""INPRT"", ""name"": ""Paradip / Vizag"", ""date"": ""2025-01-09"", ""lat"": 20.26, ""lon"": 86.67}]",Paradip / Vizag,Waiting at anchor
Traiano Knutsen,IMO9854765,"[{""port"": ""KRUSN"", ""name"": ""Ulsan"", ""date"": ""2018-12-13"", ""lat"": 35.5, ""lon"": 129.38}, {""port"": ""KRUSN"", ""name"": ""Ulsan"", ""date"": ""2018-12-30"", ""lat"": 35.5, ""lon"": 129.38}, {""port"": ""QARLF"", ""name"": ""Ras Laffan"", ""date"": ""2020-07-13"", ""lat"": 25.92, ""lon"": 51.53}, {""port"": ""QARLF"", ""name"": ""Ras Laffan"", ""date"": ""2020-07-30"", ""lat"": 25.92, ""lon"": 51.53}]",Ras Laffan,Underway
Trf Horten,IMO9740342,"[{""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2019-07-17"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2020-08-05"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2021-10-05"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-03-08"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2022-06-22"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-10-11"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-09-06"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-02-28"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-07-02"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-07-10"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-07-24"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-07-31"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-11-14"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2025-01-29"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2025-05-20"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2025-07-21"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2025-09-05"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2025-09-12"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2026-02-05"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2026-02-10"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2026-03-18"", ""lat"": 29.87, ""lon"": -93.93}]",Port Arthur / Nederland,Operating at berth
Trf Miami,IMO9416056,"[{""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2018-12-13"", ""lat"": 22.43, ""lon"": 69.84}]",Sikka / Jamnagar,Underway
Triathlon,IMO9233222,"[{""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2018-07-11"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2018-07-28"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2019-06-12"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2019-06-29"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2019-07-16"", ""lat"": 1.28, ""lon"": 103.85}]",Singapore,Underway
Trikwong Venture,IMO9534858,"[{""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2019-07-24"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2019-08-10"", ""lat"": 29.87, ""lon"": 121.55}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2019-10-03"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2020-03-05"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2020-04-29"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2020-11-05"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2021-01-11"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2022-04-19"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2022-07-25"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2022-09-12"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2022-09-14"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2022-11-09"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-01-18"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-03-03"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-06-08"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-08-01"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-09-19"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-11-10"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-04-03"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-09-24"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2025-01-21"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2025-01-31"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2025-09-03"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2025-09-04"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2025-09-05"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2025-10-29"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2026-02-12"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAYNB"", ""name"": ""Yanbu"", ""date"": ""2026-06-26"", ""lat"": 24.09, ""lon"": 38.06}]",Yanbu,Operating at berth
Trinity,IMO9730361,"[{""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2018-03-05"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2018-03-22"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2018-10-12"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2018-10-29"", ""lat"": 29.87, ""lon"": 121.55}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-11-15"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2018-12-02"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2021-03-02"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2021-03-19"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2021-07-27"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2021-08-13"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-12-01"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2022-12-07"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-12-24"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-01-10"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-01-27"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-02-08"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-02-13"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-02-17"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-02-25"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-03-06"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-03-23"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-09-07"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-04-04"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2025-01-06"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2025-04-29"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""NLRTM"", ""name"": ""Rotterdam"", ""date"": ""2025-06-24"", ""lat"": 51.92, ""lon"": 4.47}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2026-02-13"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2026-03-02"", ""lat"": 29.87, ""lon"": -93.93}]",Port Arthur / Nederland,Waiting at anchor
Tsakos TBN,IMO9346893,"[{""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-12-15"", ""lat"": 29.87, ""lon"": -93.93}]",Port Arthur / Nederland,Operating at berth
Tsugaru,IMO9454498,"[{""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2026-03-27"", ""lat"": 29.87, ""lon"": -93.93}]",Port Arthur / Nederland,Operating at berth
Tsurusaki,IMO9246281,"[{""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2019-06-01"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2019-10-09"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2022-03-21"", ""lat"": 26.65, ""lon"": 50.16}]",Ras Tanura,Underway
Tsushima,IMO9387267,"[{""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2020-10-09"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2021-10-12"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2021-10-29"", ""lat"": 29.87, ""lon"": 121.55}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2022-06-22"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2022-10-06"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""KWMFA"", ""name"": ""Mina Al Ahmadi"", ""date"": ""2022-12-02"", ""lat"": 29.07, ""lon"": 48.15}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-04-12"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-05-31"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-09-28"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-11-15"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-01-08"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-03-28"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-05-20"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-05-30"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-07-19"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-09-04"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""AEFJR"", ""name"": ""Fujairah"", ""date"": ""2024-10-16"", ""lat"": 25.13, ""lon"": 56.34}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-10-17"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-11-28"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""AEFJR"", ""name"": ""Fujairah"", ""date"": ""2025-05-13"", ""lat"": 25.13, ""lon"": 56.34}, {""port"": ""INPRT"", ""name"": ""Paradip / Vizag"", ""date"": ""2025-05-30"", ""lat"": 20.26, ""lon"": 86.67}]",Paradip / Vizag,Waiting at anchor
Twin Castor,IMO9625956,"[{""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2022-07-27"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2022-08-13"", ""lat"": 22.43, ""lon"": 69.84}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-03-29"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-07-21"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-02-05"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-03-28"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2025-06-09"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2025-09-15"", ""lat"": 26.83, ""lon"": 50.02}]",Juaymah,Operating at berth
Tyche 1,IMO9308077,"[{""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2022-09-14"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2022-10-01"", ""lat"": 22.43, ""lon"": 69.84}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2023-08-02"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2023-08-19"", ""lat"": 22.43, ""lon"": 69.84}, {""port"": ""KWMFA"", ""name"": ""Mina Al Ahmadi"", ""date"": ""2023-09-29"", ""lat"": 29.07, ""lon"": 48.15}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2023-10-27"", ""lat"": 26.65, ""lon"": 50.16}]",Ras Tanura,Waiting at anchor
U. Winner oo Pacific M (2019),IMO9510552,"[{""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2019-06-18"", ""lat"": 29.87, ""lon"": -93.93}]",Port Arthur / Nederland,Underway
ULTRA LEOPARD,IMO9367321,"[{""port"": ""AEFJR"", ""name"": ""Fujairah"", ""date"": ""2025-02-05"", ""lat"": 25.13, ""lon"": 56.34}]",Fujairah,Waiting at anchor
Ultimate Freedom,IMO9212759,"[{""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-03-06"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2018-03-23"", ""lat"": 29.87, ""lon"": 121.55}, {""port"": ""AEFJR"", ""name"": ""Fujairah"", ""date"": ""2018-04-09"", ""lat"": 25.13, ""lon"": 56.34}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2020-01-31"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""KWMFA"", ""name"": ""Mina Al Ahmadi"", ""date"": ""2020-07-20"", ""lat"": 29.07, ""lon"": 48.15}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2020-11-02"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2020-12-18"", ""lat"": 26.65, ""lon"": 50.16}]",Ras Tanura,Underway
Ulysses,IMO9723112,"[{""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2020-01-02"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2021-05-05"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-03-16"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""KRUSN"", ""name"": ""Ulsan"", ""date"": ""2022-04-02"", ""lat"": 35.5, ""lon"": 129.38}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2022-09-16"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2022-09-20"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2022-10-19"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-03-26"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-12-20"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2025-07-22"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2026-01-15"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""AEFJR"", ""name"": ""Fujairah"", ""date"": ""2026-04-27"", ""lat"": 25.13, ""lon"": 56.34}]",Fujairah,Operating at berth
Umm Al Aish,IMO9534781,"[{""port"": ""KWMFA"", ""name"": ""Mina Al Ahmadi"", ""date"": ""2020-05-12"", ""lat"": 29.07, ""lon"": 48.15}]",Mina Al Ahmadi,Underway
